bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
97,98,26,9772,282,-93,375,218,-34,218,-34,906,100,37,27,295,143,295,143
100,104,26,9981,291,-97,388,223,-36,223,-36,937,101,37,27,299,145,299,145
100,104,26,9981,291,-97,388,223,-36,223,-36,937,101,37,27,299,145,299,145
100,104,26,9974,292,-96,388,223,-35,223,-35,936,101,37,27,299,145,299,145
101,100,26,9919,290,-92,382,224,-33,224,-33,922,100,37,27,298,145,298,145
101,99,25,9900,289,-92,381,223,-32,223,-32,921,100,37,27,297,145,297,145
100,99,26,9917,288,-92,380,223,-33,223,-33,921,100,37,27,297,145,297,145
100,99,26,9917,288,-92,380,223,-33,223,-33,921,100,37,27,297,145,297,145
100,99,26,9917,288,-92,380,223,-33,223,-33,921,100,37,27,297,145,297,145
100,99,26,9917,288,-92,380,223,-33,223,-33,921,100,37,27,297,145,297,145
99,98,25,9838,287,-92,379,221,-33,221,-33,913,100,37,27,297,144,297,144
101,99,25,9909,289,-92,381,224,-32,224,-32,920,100,37,27,297,145,297,145
100,103,26,9959,290,-96,386,223,-35,223,-35,936,101,37,27,299,145,299,145
101,99,26,9886,289,-91,380,223,-32,223,-32,921,100,37,27,298,146,298,146
100,103,26,9950,290,-96,386,223,-34,223,-34,936,101,37,27,299,145,299,145
100,103,26,9950,290,-96,386,223,-34,223,-34,936,101,37,27,299,145,299,145
100,103,26,9950,290,-96,386,223,-34,223,-34,936,101,37,27,299,145,299,145
100,103,26,9950,290,-96,386,223,-34,223,-34,936,101,37,27,299,145,299,145
100,103,26,9950,290,-96,386,223,-34,223,-34,936,101,37,27,299,145,299,145
100,103,26,9950,290,-96,386,223,-34,223,-34,936,101,37,27,299,145,299,145
100,103,26,9950,290,-96,386,223,-34,223,-34,936,101,37,27,299,145,299,145
101,99,26,9886,289,-91,380,223,-32,223,-32,921,100,37,27,298,146,298,146
100,99,26,9875,288,-92,380,223,-32,223,-32,922,100,38,27,298,147,298,147
101,99,26,9907,289,-91,380,224,-32,224,-32,922,100,37,27,298,146,298,146
101,99,26,9907,289,-91,380,224,-32,224,-32,922,100,37,27,298,146,298,146
101,99,25,9947,290,-92,382,225,-32,225,-32,927,100,37,27,299,147,299,147
100,99,26,9862,288,-91,379,223,-32,223,-32,922,100,38,27,298,147,298,147
100,99,26,9862,288,-91,379,223,-32,223,-32,922,100,38,27,298,147,298,147
100,99,26,9862,288,-91,379,223,-32,223,-32,922,100,38,27,298,147,298,147
100,99,26,9862,288,-91,379,223,-32,223,-32,922,100,38,27,298,147,298,147
96,107,27,10024,290,-104,394,151,-40,219,-40,957,106,36,29,306,142,302,142
101,99,26,9881,289,-91,380,223,-32,223,-32,923,100,38,27,298,147,298,147
101,99,26,9881,289,-91,380,223,-32,223,-32,923,100,38,27,298,147,298,147
101,99,26,9881,289,-91,380,223,-32,223,-32,923,100,38,27,298,147,298,147
101,99,26,9881,289,-91,380,223,-32,223,-32,923,100,38,27,298,147,298,147
101,99,26,9881,289,-91,380,223,-32,223,-32,923,100,38,27,298,147,298,147
101,99,26,9881,289,-91,380,223,-32,223,-32,923,100,38,27,298,147,298,147
98,107,27,9986,290,-101,391,152,-38,221,-38,948,104,36,28,300,143,300,143
99,98,25,9850,287,-91,378,222,-32,222,-32,915,100,38,27,297,145,297,145
100,99,26,9898,289,-91,380,223,-32,223,-32,923,100,38,27,298,147,298,147
98,98,25,9844,286,-92,378,221,-33,221,-33,913,100,38,26,296,145,296,145
98,98,25,9844,286,-92,378,221,-33,221,-33,913,100,38,26,296,145,296,145
100,104,26,9960,291,-97,388,223,-35,223,-35,938,102,37,27,299,145,299,145
100,104,26,9960,291,-97,388,223,-35,223,-35,938,102,37,27,299,145,299,145
100,104,26,9960,291,-97,388,223,-35,223,-35,938,102,37,27,299,145,299,145
100,104,26,9960,291,-97,388,223,-35,223,-35,938,102,37,27,299,145,299,145
100,103,26,9960,290,-96,386,223,-35,223,-35,938,101,37,27,299,145,299,145
100,103,26,9960,290,-96,386,223,-35,223,-35,938,101,37,27,299,145,299,145
100,103,26,9960,290,-96,386,223,-35,223,-35,938,101,37,27,299,145,299,145
100,103,26,9960,290,-96,386,223,-35,223,-35,938,101,37,27,299,145,299,145
100,103,26,9960,290,-96,386,223,-35,223,-35,938,101,37,27,299,145,299,145
99,98,25,9870,287,-92,379,222,-33,222,-33,919,100,38,27,298,146,298,146
99,98,25,9870,287,-92,379,222,-33,222,-33,919,100,38,27,298,146,298,146
99,98,25,9870,287,-92,379,222,-33,222,-33,919,100,38,27,298,146,298,146
99,98,25,9870,287,-92,379,222,-33,222,-33,919,100,38,27,298,146,298,146
99,98,25,9870,287,-92,379,222,-33,222,-33,919,100,38,27,298,146,298,146
99,98,25,9870,287,-92,379,222,-33,222,-33,919,100,38,27,298,146,298,146
99,98,25,9870,287,-92,379,222,-33,222,-33,919,100,38,27,298,146,298,146
99,98,25,9884,287,-92,379,222,-33,222,-33,922,100,38,27,298,146,298,146
99,98,25,9884,287,-92,379,222,-33,222,-33,922,100,38,27,298,146,298,146
99,98,25,9884,287,-92,379,222,-33,222,-33,922,100,38,27,298,146,298,146
99,98,25,9884,287,-92,379,222,-33,222,-33,922,100,38,27,298,146,298,146
100,98,25,9870,288,-91,379,223,-32,223,-32,922,100,38,27,298,146,298,146
100,103,26,9960,290,-96,386,223,-35,223,-35,938,101,37,27,299,145,299,145
98,106,27,9965,290,-100,390,221,-37,221,-37,946,104,36,28,300,143,300,143
98,106,27,9965,290,-100,390,221,-37,221,-37,946,104,36,28,300,143,300,143
99,98,25,9792,286,-91,377,220,-32,220,-32,910,100,38,27,295,145,295,145
99,98,25,9842,287,-91,378,222,-32,222,-32,913,100,38,26,296,145,296,145
101,103,26,9943,291,-94,385,224,-34,224,-34,935,101,37,27,297,145,297,145
101,103,26,9943,291,-94,385,224,-34,224,-34,935,101,37,27,297,145,297,145
101,103,26,9943,291,-94,385,224,-34,224,-34,935,101,37,27,297,145,297,145
99,98,25,9876,287,-92,379,222,-33,222,-33,918,100,38,27,298,145,298,145
98,106,27,9946,290,-100,390,221,-37,221,-37,946,104,37,28,300,144,300,144
99,98,25,9876,287,-92,379,222,-33,222,-33,918,100,38,27,298,145,298,145
99,98,25,9876,287,-92,379,222,-33,222,-33,918,100,38,27,298,145,298,145
100,98,25,9840,288,-91,379,222,-32,222,-32,915,100,38,26,296,145,296,145
98,107,27,9960,290,-101,391,221,-37,221,-37,947,104,37,28,300,144,300,144
99,106,27,9961,291,-99,390,221,-37,221,-37,945,103,37,28,299,145,299,145
100,98,25,9852,288,-91,379,222,-32,222,-32,914,99,38,26,295,145,295,145
100,98,25,9852,288,-91,379,222,-32,222,-32,914,99,38,26,295,145,295,145
97,108,27,9959,290,-102,392,151,-39,219,-39,955,105,37,28,303,144,300,144
100,103,26,9971,291,-96,387,223,-35,223,-35,938,102,37,27,298,145,298,145
100,103,26,9942,291,-96,387,222,-35,222,-35,939,102,37,27,298,146,298,146
100,103,26,9942,291,-96,387,222,-35,222,-35,939,102,37,27,298,146,298,146
100,103,26,9942,291,-96,387,222,-35,222,-35,939,102,37,27,298,146,298,146
100,103,26,9942,291,-96,387,222,-35,222,-35,939,102,37,27,298,146,298,146
100,103,26,9942,291,-96,387,222,-35,222,-35,939,102,37,27,298,146,298,146
100,103,26,9942,291,-96,387,222,-35,222,-35,939,102,37,27,298,146,298,146
98,107,27,9938,290,-99,389,152,-37,221,-37,947,104,37,28,299,144,299,144
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
99,106,27,9944,290,-99,389,221,-37,221,-37,947,104,37,28,300,145,300,145
101,102,26,9921,291,-94,385,224,-33,224,-33,935,101,37,27,298,146,298,146
102,98,25,9892,290,-90,380,224,-31,224,-31,928,99,38,26,297,148,297,148
101,103,26,9932,291,-95,386,223,-34,223,-34,935,101,37,27,297,146,297,146
101,103,26,9932,291,-95,386,223,-34,223,-34,935,101,37,27,297,146,297,146
100,103,26,9924,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,103,26,9950,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
100,103,26,9950,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9930,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9930,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
100,103,26,9924,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,103,26,9924,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,103,26,9924,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,103,26,9924,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,103,26,9924,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
102,99,26,9879,290,-90,380,224,-31,224,-31,927,99,38,26,297,149,297,149
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,102,26,9918,291,-93,384,224,-33,224,-33,932,101,37,27,297,146,297,146
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,99,26,9862,290,-90,380,224,-31,224,-31,928,99,38,26,296,148,296,148
101,101,26,9936,291,-93,384,224,-33,224,-33,933,101,38,27,297,147,297,147
100,104,26,9920,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,104,26,9920,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,104,26,9920,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,104,26,9920,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,104,26,9920,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
100,104,26,9920,291,-95,386,222,-34,222,-34,939,102,37,27,298,146,298,146
102,99,25,9897,291,-90,381,225,-31,225,-31,929,100,38,26,297,148,297,148
100,103,26,9906,291,-95,386,222,-34,222,-34,938,102,37,27,298,146,298,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
101,103,26,9933,291,-95,386,223,-34,223,-34,937,101,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
101,102,26,9891,290,-93,383,223,-33,223,-33,936,101,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
100,104,26,9897,291,-95,386,222,-34,222,-34,937,102,37,27,297,146,297,146
101,102,26,9897,291,-93,384,223,-33,223,-33,935,101,38,26,297,148,297,148
101,102,26,9897,291,-93,384,223,-33,223,-33,935,101,38,26,297,148,297,148
101,102,26,9897,291,-93,384,223,-33,223,-33,935,101,38,26,297,148,297,148
101,103,26,9873,290,-93,383,223,-33,223,-33,936,101,37,27,297,146,297,146
101,102,26,9880,290,-93,383,223,-33,223,-33,935,101,38,27,297,147,297,147
101,102,26,9880,290,-93,383,223,-33,223,-33,935,101,38,27,297,147,297,147
100,103,26,9885,291,-94,385,222,-33,222,-33,936,101,38,26,296,147,296,147
100,103,26,9885,291,-94,385,222,-33,222,-33,936,101,38,26,296,147,296,147
101,101,26,9884,290,-92,382,223,-32,223,-32,932,100,38,26,295,148,295,148
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
101,103,26,9879,291,-93,384,223,-33,223,-33,937,101,38,26,296,148,296,148
100,104,26,9905,291,-95,386,223,-34,223,-34,939,102,37,27,297,146,297,146
100,104,26,9905,291,-95,386,223,-34,223,-34,939,102,37,27,297,146,297,146
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9862,291,-93,384,222,-33,222,-33,935,101,38,27,295,147,295,147
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9895,291,-95,386,222,-34,222,-34,937,102,38,26,296,147,296,147
101,101,26,9880,291,-92,383,223,-32,223,-32,931,100,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,104,27,9894,290,-95,385,222,-34,222,-34,938,102,37,27,296,146,296,146
100,104,27,9894,290,-95,385,222,-34,222,-34,938,102,37,27,296,146,296,146
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
100,104,27,9894,290,-95,385,222,-34,222,-34,938,102,37,27,296,146,296,146
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9871,291,-93,384,223,-33,223,-33,938,101,38,26,297,148,297,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
101,101,26,9880,291,-92,383,223,-32,223,-32,931,100,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
100,103,26,9858,291,-93,384,222,-33,222,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
101,103,26,9870,291,-93,384,223,-33,223,-33,937,101,38,26,295,148,295,148
